Date,Plant_Area,Equipment_Name,Energy_Type,Consumption,Unit,Shift,Remarks
2025-02-21,FCCU,Regenerator,Steam,359.51,Tons,B Shift,  
2025-10-02,FCCU,Regenerator,Steam,342.57,Tons,B Shift,Unit under maintenance
2025-05-15,FCCU,Air Blower,Power,3614.97,kWh,C Shift,Minor fluctuation observed
2025-04-03,FCCU,Reactor,Steam,195.72,Ton,A Shift,Unit under maintenance
2025-02-03,FCCU,Co Boiler,Fuel Gas,434.41,Scm,C Shift,Unit under maintenance
2025-10-02,FCCU,Reactor,Steam,197.67,Ton,A Shift,  
2025-01-23,FCCU,Co Boiler,Fuel Gas,419.4,Scm,C Shift,Avarage value from Normalcondtion
2025-05-31,FCCU,Regenerator,Steam,313.93,Ton,B Shift,Avarage value from Normalcondtion
2025-05-06,FCCU,Air Blower,Electricity,3531.33,kWh,C Shift,Avarage value from Normalcondtion
2025-04-15,FCCU,Regenerator,Steam,346.01,Tons,A Shift,Avarage value from Normalcondtion
2025-01-21,FCCU,Main Fractionator,Steam,100.02,Ton,B Shift,Startup phase
2025-09-05,FCCU,Feed Preheater,Fuel Gas,274.48,Scm,B Shift,Avarage value from Normalcondtion
2025-06-26,FCCU,Wet Gas Compressor,Power,4318.52,kWh,B Shift,Unit under maintenance
2025-03-29,FCCU,Regenerator,Steam,309.26,Ton,A Shift,Avarage value from Normalcondtion
2025-01-27,FCCU,Reactor,Steam,216.61,Ton,A Shift,Reading taken manually
2025-04-28,FCCU,Regenerator,Steam,337.09,Ton,B Shift,Minor fluctuation observed
2025-06-02,FCCU,Feed Preheater,Fuel Gas,267.35,Scm,General,Avarage value from Normalcondtion
2025-04-06,FCCU,Main Fractionator,Steam,126.01,Ton,B Shift,Normal operation
2025-01-20,FCCU,Feed Preheater,Fuel Gas,309.6,Sm3,C Shift,Avarage value from Normalcondtion
2025-12-05,FCCU,Flue Gas Cooler,Power,947.21,kWh,A Shift,Minor fluctuation observed
2025-03-20,FCCU,Wet Gas Compressor,Electricity,4475.64,kWh,A Shift,Sensor calibration pending
2025-06-13,FCCU,Wet Gas Compressor,Power,4569.98,kWh,C Shift,Normal operation
2025-02-01,FCCU,Air Blower,Power,3726.56,kWh,C Shift,Sensor calibration pending
2025-06-22,FCCU,Co Boiler,Fuel Gas,420.23,Scm,C Shift,Avarage value from Normalcondtion
2025-01-20,FCCU,Regenerator,Steam,302.09,Ton,C Shift,Normal operation
2025-06-10,FCCU,Slurry Pump,Power,205.18,kWh,B Shift,Minor fluctuation observed
2025-04-05,FCCU,Air Blower,Power,3991.1,kWh,A Shift,Avarage value from Normalcondtion
2025-06-15,FCCU,Co Boiler,Fuel Gas,470.46,Scm,B Shift,Avarage value from Normalcondtion
2025-03-13,FCCU,Wet Gas Compressor,Power,4278.53,kWh,A Shift,Avarage value from Normalcondtion
2025-05-26,FCCU,Flue Gas Cooler,Electricity,1047.29,kWh,B Shift,Avarage value from Normalcondtion
2025-02-22,FCCU,Slurry Pump,Power,209.36,kWh,B Shift,Avarage value from Normalcondtion
2025-05-18,FCCU,Main Fractionator,Steam,129.75,Ton,C Shift,  
2025-03-14,FCCU,Reactor,Steam,188.09,Tons,A Shift,Avarage value from Normalcondtion
2025-06-02,FCCU,Slurry Pump,Power,199.24,kWh,B Shift,Unit under maintenance
2025-06-24,FCCU,Air Blower,Electricity,4070.54,kWh,A Shift,Normal operation
2025-04-02,FCCU,Wet Gas Compressor,Power,4229.79,kWh,General,Avarage value from Normalcondtion
2025-05-06,FCCU,Slurry Pump,Power,161.72,kWh,C Shift,Avarage value from Normalcondtion
2025-03-27,FCCU,Regenerator,Steam,352.61,Ton,A Shift,  
2025-03-16,FCCU,Reactor,Steam,211.57,Ton,C Shift,  
2025-05-21,FCCU,Flue Gas Cooler,Electricity,990.43,kWh,B Shift,Avarage value from Normalcondtion
2025-08-04,FCCU,Reactor,Steam,189.59,Ton,C Shift,Sensor calibration pending
2025-04-26,FCCU,Reactor,Steam,190.79,Ton,A Shift,Avarage value from Normalcondtion
2025-09-04,FCCU,Air Blower,Power,3676.36,kWh,C Shift,Avarage value from Normalcondtion
2025-03-05,FCCU,Reactor,Steam,203.57,Ton,B Shift,Avarage value from Normalcondtion
2025-11-06,FCCU,Wet Gas Compressor,Electricity,44821.7,kWh,C Shift,Avarage value from Normalcondtion
2025-01-04,FCCU,Co Boiler,Fuel Gas,424.05,Scm,B Shift,Avarage value from Normalcondtion
2025-02-05,FCCU,Air Blower,Electricity,3584.52,kWh,A Shift,Avarage value from Normalcondtion
2025-04-05,FCCU,Main Fractionator,Steam,125.31,Ton,B Shift,Minor fluctuation observed
2025-04-06,FCCU,Regenerator,Steam,347.15,Ton,A Shift,Normal operation
2025-04-17,FCCU,Air Blower,Electricity,3973.92,kWh,A Shift,Sensor calibration pending
2025-02-22,FCCU,Wet Gas Compressor,Power,4454.48,kWh,A Shift,Unit under maintenance
2025-03-24,FCCU,Flue Gas Cooler,Electricity,854.11,kWh,C Shift,Avarage value from Normalcondtion
2025-04-02,FCCU,Main Fractionator,Steam,111.55,Ton,A Shift,Startup phase
2025-01-03,FCCU,Main Fractionator,Steam,93.88,Ton,A Shift,Avarage value from Normalcondtion
2025-03-02,FCCU,Co Boiler,Fuel Gas,409.28,Scm,C Shift,Avarage value from Normalcondtion
2025-03-19,FCCU,Reactor,Steam,217.95,Tons,B Shift,  
2025-12-06,FCCU,Feed Preheater,Fuel Gas,310.74,Scm,C Shift,Avarage value from Normalcondtion
2025-05-16,FCCU,Flue Gas Cooler,Electricity,995.63,kWh,General,Reading taken manually
2025-02-25,FCCU,Air Blower,Electricity,3631.6,kWh,A Shift,Startup phase
2025-04-25,FCCU,Regenerator,Steam,345.79,Tons,A Shift,Unit under maintenance
2025-06-25,FCCU,Regenerator,Steam,335.6,Tons,General,Unit under maintenance
2025-06-17,FCCU,Regenerator,Steam,348.08,Ton,C Shift,Unit under maintenance
2025-06-12,FCCU,Air Blower,Electricity,4043.06,kWh,A Shift,Sensor calibration pending
2025-03-18,FCCU,Flue Gas Cooler,Power,851.66,kWh,A Shift,Avarage value from Normalcondtion
2025-05-24,FCCU,Wet Gas Compressor,Power,4444.83,kWh,C Shift,Avarage value from Normalcondtion
2025-01-31,FCCU,Main Fractionator,Steam,108.3,Ton,B Shift,Startup phase
2025-03-09,FCCU,Wet Gas Compressor,Power,4367.82,kWh,A Shift,Reading taken manually
2025-06-07,FCCU,Reactor,Steam,207.32,Ton,C Shift,Reading taken manually
2025-03-14,FCCU,Flue Gas Cooler,Power,1007.95,kWh,C Shift,Avarage value from Normalcondtion
2025-02-25,FCCU,Co Boiler,Fuel Gas,426.42,Scm,A Shift,Avarage value from Normalcondtion
2025-02-17,FCCU,Slurry Pump,Power,187.34,kWh,General,Sensor calibration pending
2025-06-07,FCCU,Regenerator,Steam,313.43,Tons,A Shift,Avarage value from Normalcondtion
2025-04-19,FCCU,Co Boiler,Fuel Gas,415.43,Scm,B Shift,Unit under maintenance
2025-12-02,FCCU,Main Fractionator,Steam,115.07,Ton,C Shift,Avarage value from Normalcondtion
2025-04-30,FCCU,Reactor,Steam,196.85,Tons,C Shift,Unit under maintenance
2025-02-15,FCCU,Air Blower,Power,3778.51,kWh,General,Avarage value from Normalcondtion
2025-04-04,FCCU,Regenerator,Steam,314.59,Ton,C Shift,Unit under maintenance
2025-06-03,FCCU,Flue Gas Cooler,Power,958.5,kWh,A Shift,Avarage value from Normalcondtion
2025-02-08,FCCU,Flue Gas Cooler,Electricity,958.5,kWh,B Shift,Startup phase
2025-05-27,FCCU,Slurry Pump,Power,176.63,kWh,B Shift,  
2025-05-01,FCCU,Slurry Pump,Power,163.43,kWh,C Shift,Avarage value from Normalcondtion
2025-06-13,FCCU,Slurry Pump,Electricity,164.32,kWh,A Shift,Avarage value from Normalcondtion
2025-06-09,FCCU,Co Boiler,Fuel Gas,414.85,Scm,A Shift,  
2025-10-06,FCCU,Flue Gas Cooler,Power,1018.14,kWh,General,Reading taken manually
2025-06-09,FCCU,Wet Gas Compressor,Power,4331.43,kWh,A Shift,Startup phase
2025-05-29,FCCU,Wet Gas Compressor,Power,4430.36,kWh,B Shift,Avarage value from Normalcondtion
2025-04-21,FCCU,Air Blower,Electricity,4052.4,kWh,A Shift,Avarage value from Normalcondtion
2025-04-06,FCCU,Regenerator,Steam,356.12,Ton,A Shift,  
2025-03-21,FCCU,Flue Gas Cooler,Power,977.56,kWh,B Shift,Reading taken manually
2025-05-19,FCCU,Flue Gas Cooler,Power,866.51,kWh,C Shift,Normal operation
2025-04-07,FCCU,Co Boiler,Fuel Gas,423.03,Scm,C Shift,Avarage value from Normalcondtion
2025-09-01,FCCU,Regenerator,Steam,333.2,Ton,General,  
2025-02-16,FCCU,Slurry Pump,Electricity,219.76,kWh,A Shift,Avarage value from Normalcondtion
2025-01-22,FCCU,Wet Gas Compressor,Power,4027.15,kWh,C Shift,Sensor calibration pending
2025-03-25,FCCU,Air Blower,Electricity,3528.55,kWh,A Shift,Reading taken manually
2025-08-05,FCCU,Main Fractionator,Steam,117.93,Ton,A Shift,Avarage value from Normalcondtion
2025-04-01,FCCU,Air Blower,Power,3897.77,kWh,B Shift,Avarage value from Normalcondtion
2025-04-13,FCCU,Reactor,Steam,214.79,Ton,C Shift,Sensor calibration pending
2025-02-24,FCCU,Flue Gas Cooler,Electricity,957.19,kWh,B Shift,Avarage value from Normalcondtion
2025-02-04,FCCU,Flue Gas Cooler,Power,811.04,kWh,B Shift,Avarage value from Normalcondtion
2025-05-23,FCCU,Reactor,Steam,214.88,Tons,C Shift,Avarage value from Normalcondtion
2025-03-23,FCCU,Feed Preheater,Fuel Gas,279.46,Sm3,C Shift,Reading taken manually
2025-04-28,FCCU,Reactor,Steam,213.49,Tons,A Shift,Avarage value from Normalcondtion
2025-03-19,FCCU,Co Boiler,Fuel Gas,432.05,Scm,B Shift,Avarage value from Normalcondtion
2025-06-28,FCCU,Slurry Pump,Power,206.81,kWh,C Shift,Sensor calibration pending
2025-01-28,FCCU,Regenerator,Steam,327.54,Ton,C Shift,Startup phase
2025-01-26,FCCU,Co Boiler,Fuel Gas,415.05,Scm,B Shift,Avarage value from Normalcondtion
2025-01-07,FCCU,Feed Preheater,Fuel Gas,293.49,Scm,A Shift,Unit under maintenance
2025-03-14,FCCU,Wet Gas Compressor,Power,4148.7,kWh,B Shift,Avarage value from Normalcondtion
2025-03-09,FCCU,Air Blower,Electricity,3747.04,kWh,B Shift,Avarage value from Normalcondtion
2025-06-27,FCCU,Wet Gas Compressor,Power,4543.57,kWh,A Shift,  
2025-02-27,FCCU,Flue Gas Cooler,Power,1038.27,kWh,B Shift,Avarage value from Normalcondtion
2025-05-25,FCCU,Main Fractionator,Steam,100.57,Tons,C Shift,Sensor calibration pending
2025-07-03,FCCU,Air Blower,Power,4163.21,kWh,C Shift,Normal operation
2025-02-20,FCCU,Reactor,Steam,185.12,Ton,B Shift,Avarage value from Normalcondtion
2025-05-15,FCCU,Slurry Pump,Power,157.21,kWh,B Shift,Avarage value from Normalcondtion
2025-02-14,FCCU,Feed Preheater,Fuel Gas,307.16,Scm,General,Unit under maintenance
2025-01-26,FCCU,Regenerator,Steam,314.06,Ton,A Shift,Avarage value from Normalcondtion
2025-02-01,FCCU,Main Fractionator,Steam,113.84,Ton,B Shift,Avarage value from Normalcondtion
2025-12-06,FCCU,Slurry Pump,Power,200.59,kWh,A Shift,Avarage value from Normalcondtion
2025-01-26,FCCU,Flue Gas Cooler,Power,968.72,kWh,B Shift,Minor fluctuation observed
2025-03-08,FCCU,Flue Gas Cooler,Power,1013.53,kWh,B Shift,Startup phase
2025-06-11,FCCU,Regenerator,Steam,309.5,Ton,C Shift,Avarage value from Normalcondtion
2025-05-21,FCCU,Co Boiler,Fuel Gas,450.51,Scm,B Shift,Avarage value from Normalcondtion
2025-05-26,FCCU,Co Boiler,Fuel Gas,472.41,Sm3,B Shift,Normal operation
2025-02-01,FCCU,Flue Gas Cooler,Power,979.68,kWh,C Shift,  
2025-05-07,FCCU,Slurry Pump,Power,212.83,kWh,C Shift,Normal operation
2025-01-19,FCCU,Regenerator,Steam,346.01,Tons,General,Avarage value from Normalcondtion
2025-05-12,FCCU,Air Blower,Power,3944.34,kWh,C Shift,Avarage value from Normalcondtion
2025-03-11,FCCU,Air Blower,Electricity,3604.2,kWh,C Shift,Minor fluctuation observed
2025-04-06,FCCU,Co Boiler,Fuel Gas,434.06,Scm,C Shift,Sensor calibration pending
2025-01-30,FCCU,Main Fractionator,Steam,113.29,Ton,General,Avarage value from Normalcondtion
2025-01-07,FCCU,Air Blower,Electricity,3694.78,kWh,General,Avarage value from Normalcondtion
2025-03-22,FCCU,Slurry Pump,Power,217.89,kWh,B Shift,Avarage value from Normalcondtion
2025-03-23,FCCU,Wet Gas Compressor,Electricity,4556.5,kWh,General,  
2025-04-03,FCCU,Slurry Pump,Power,179.19,kWh,B Shift,Startup phase
2025-05-22,FCCU,Slurry Pump,Power,190.43,kWh,A Shift,Avarage value from Normalcondtion
2025-06-22,FCCU,Feed Preheater,Fuel Gas,310.56,Scm,C Shift,  
2025-04-18,FCCU,Regenerator,Steam,306.08,Ton,B Shift,Avarage value from Normalcondtion
2025-02-28,FCCU,Regenerator,Steam,322.5,Ton,C Shift,Reading taken manually
2025-08-06,FCCU,Regenerator,Steam,344.62,Ton,A Shift,Normal operation
2025-11-03,FCCU,Flue Gas Cooler,Power,954.61,kWh,A Shift,Minor fluctuation observed
2025-02-04,FCCU,Air Blower,Power,3689.88,kWh,B Shift,Startup phase
2025-04-14,FCCU,Slurry Pump,Power,191.54,kWh,A Shift,Avarage value from Normalcondtion
2025-04-13,FCCU,Co Boiler,Fuel Gas,478.39,Scm,C Shift,  
2025-04-18,FCCU,Reactor,Steam,194.23,Ton,C Shift,Avarage value from Normalcondtion
2025-06-17,FCCU,Co Boiler,Fuel Gas,421.02,Scm,A Shift,Sensor calibration pending
2025-06-22,FCCU,Slurry Pump,Power,212.79,kWh,A Shift,Normal operation
2025-06-25,FCCU,Air Blower,Power,4055.98,kWh,B Shift,Avarage value from Normalcondtion
2025-05-29,FCCU,Air Blower,Electricity,3967.85,kWh,C Shift,  
2025-02-26,FCCU,Regenerator,Steam,356.17,Tons,C Shift,Sensor calibration pending
2025-04-15,FCCU,Slurry Pump,Power,186.59,kWh,B Shift,Sensor calibration pending
2025-02-21,FCCU,Main Fractionator,Steam,113.11,Tons,B Shift,Startup phase
2025-01-24,FCCU,Co Boiler,Fuel Gas,437.23,Scm,C Shift,  
2025-01-30,FCCU,Air Blower,Power,41760.0,kWh,B Shift,Sensor calibration pending
2025-03-25,FCCU,Feed Preheater,Fuel Gas,286.82,Scm,A Shift,Avarage value from Normalcondtion
2025-12-01,FCCU,Reactor,Steam,191.73,Ton,B Shift,Minor fluctuation observed
2025-05-17,FCCU,Air Blower,Power,4077.53,kWh,A Shift,Avarage value from Normalcondtion
2025-05-25,FCCU,Reactor,Steam,214.45,Ton,General,Startup phase
2025-06-14,FCCU,Flue Gas Cooler,Power,958.5,kWh,General,Avarage value from Normalcondtion
2025-06-29,FCCU,Air Blower,Power,3903.68,kWh,A Shift,Sensor calibration pending
2025-04-29,FCCU,Air Blower,Power,3910.81,kWh,C Shift,Sensor calibration pending
2025-03-21,FCCU,Co Boiler,Fuel Gas,470.47,Scm,B Shift,Unit under maintenance
2025-05-22,FCCU,Main Fractionator,Steam,102.78,Tons,C Shift,Startup phase
2025-12-05,FCCU,Feed Preheater,Fuel Gas,283.9,Sm3,C Shift,Avarage value from Normalcondtion
2025-02-19,FCCU,Slurry Pump,Power,183.71,kWh,B Shift,Startup phase
2025-06-06,FCCU,Reactor,Steam,184.34,Tons,B Shift,Avarage value from Normalcondtion
2025-06-02,FCCU,Wet Gas Compressor,Electricity,4036.59,kWh,B Shift,Startup phase
2025-04-30,FCCU,Slurry Pump,Electricity,196.29,kWh,C Shift,Reading taken manually
2025-02-17,FCCU,Wet Gas Compressor,Electricity,4501.4,kWh,C Shift,  
2025-01-01,FCCU,Co Boiler,Fuel Gas,436.98,Scm,C Shift,Sensor calibration pending
2025-02-26,FCCU,Air Blower,Power,3610.39,kWh,General,Startup phase
2025-05-13,FCCU,Co Boiler,Fuel Gas,424.12,Sm3,B Shift,Avarage value from Normalcondtion
2025-01-10,FCCU,Feed Preheater,Fuel Gas,286.29,Scm,A Shift,  
2025-01-30,FCCU,Regenerator,Steam,308.35,Ton,B Shift,Avarage value from Normalcondtion
2025-02-26,FCCU,Main Fractionator,Steam,124.55,Ton,C Shift,Minor fluctuation observed
2025-01-29,FCCU,Wet Gas Compressor,Electricity,4232.68,kWh,B Shift,Unit under maintenance
2025-06-27,FCCU,Slurry Pump,Power,173.81,kWh,A Shift,  
2025-03-29,FCCU,Flue Gas Cooler,Power,1070.75,kWh,C Shift,  
2025-02-03,FCCU,Wet Gas Compressor,Power,4213.23,kWh,B Shift,Avarage value from Normalcondtion
2025-09-06,FCCU,Slurry Pump,Power,183.32,kWh,B Shift,Avarage value from Normalcondtion
2025-02-25,FCCU,Wet Gas Compressor,Electricity,4132.36,kWh,B Shift,  
2025-05-15,FCCU,Co Boiler,Fuel Gas,446.76,Scm,A Shift,Avarage value from Normalcondtion
2025-03-22,FCCU,Flue Gas Cooler,Power,1001.5,kWh,General,Avarage value from Normalcondtion
2025-01-27,FCCU,Feed Preheater,Fuel Gas,254.76,Scm,A Shift,Normal operation
2025-03-03,FCCU,Regenerator,Steam,336.34,Tons,B Shift,Startup phase
2025-05-18,FCCU,Wet Gas Compressor,Power,4054.45,kWh,A Shift,Avarage value from Normalcondtion
2025-06-05,FCCU,Flue Gas Cooler,Power,861.46,kWh,C Shift,Minor fluctuation observed
2025-06-20,FCCU,Air Blower,Electricity,3654.68,kWh,B Shift,Avarage value from Normalcondtion
2025-03-16,FCCU,Main Fractionator,Steam,107.64,Ton,C Shift,Avarage value from Normalcondtion
2025-04-27,FCCU,Slurry Pump,Power,178.22,kWh,B Shift,Avarage value from Normalcondtion
2025-04-15,FCCU,Air Blower,Electricity,3544.75,kWh,General,  
2025-01-14,FCCU,Air Blower,Power,4129.49,kWh,B Shift,Avarage value from Normalcondtion
2025-05-04,FCCU,Co Boiler,Fuel Gas,478.62,Scm,B Shift,Avarage value from Normalcondtion
2025-05-29,FCCU,Regenerator,Steam,318.69,Ton,B Shift,Normal operation
2025-03-17,FCCU,Feed Preheater,Fuel Gas,284.51,Sm3,C Shift,Unit under maintenance
2025-04-13,FCCU,Flue Gas Cooler,Electricity,1042.53,kWh,A Shift,Avarage value from Normalcondtion
2025-06-06,FCCU,Feed Preheater,Fuel Gas,278.69,Scm,B Shift,Avarage value from Normalcondtion
2025-06-15,FCCU,Slurry Pump,Power,197.88,kWh,C Shift,Avarage value from Normalcondtion
2025-01-03,FCCU,Air Blower,Power,3810.19,kWh,A Shift,Startup phase
2025-11-05,FCCU,Main Fractionator,Steam,121.99,Ton,B Shift,Normal operation
2025-04-10,FCCU,Regenerator,Steam,320.56,Tons,C Shift,Avarage value from Normalcondtion
2025-06-21,FCCU,Wet Gas Compressor,Power,4507.54,kWh,General,Avarage value from Normalcondtion
2025-04-25,FCCU,Main Fractionator,Steam,106.04,Tons,B Shift,Reading taken manually
2025-06-22,FCCU,Wet Gas Compressor,Electricity,4577.26,kWh,B Shift,Unit under maintenance
2025-01-03,FCCU,Feed Preheater,Fuel Gas,268.56,Scm,A Shift,Avarage value from Normalcondtion
2025-01-19,FCCU,Wet Gas Compressor,Power,4037.86,kWh,C Shift,Avarage value from Normalcondtion
2025-01-01,FCCU,Flue Gas Cooler,Power,1031.92,kWh,General,Avarage value from Normalcondtion
2025-05-30,FCCU,Reactor,Steam,182.52,Tons,B Shift,Avarage value from Normalcondtion
2025-06-12,FCCU,Reactor,Steam,208.48,Tons,A Shift,Avarage value from Normalcondtion
2025-10-05,FCCU,Wet Gas Compressor,Power,4479.4,kWh,C Shift,Avarage value from Normalcondtion
2025-11-02,FCCU,Main Fractionator,Steam,126.28,Tons,B Shift,Avarage value from Normalcondtion
2025-01-03,FCCU,Co Boiler,Fuel Gas,459.84,Scm,B Shift,Sensor calibration pending
2025-03-31,FCCU,Main Fractionator,Steam,123.38,Ton,B Shift,Sensor calibration pending
2025-06-03,FCCU,Reactor,Steam,188.61,Ton,C Shift,Avarage value from Normalcondtion
2025-04-21,FCCU,Regenerator,Steam,327.56,Ton,B Shift,Reading taken manually
2025-05-28,FCCU,Co Boiler,Fuel Gas,463.13,Sm3,A Shift,Normal operation
2025-01-02,FCCU,Reactor,Steam,201.99,Ton,General,Sensor calibration pending
2025-04-24,FCCU,Regenerator,Steam,314.42,Ton,A Shift,Unit under maintenance
2025-02-20,FCCU,Feed Preheater,Fuel Gas,286.54,Scm,B Shift,Minor fluctuation observed
2025-05-01,FCCU,Main Fractionator,Steam,124.34,Ton,A Shift,Normal operation
2025-03-29,FCCU,Reactor,Steam,186.68,Ton,C Shift,Avarage value from Normalcondtion
2025-12-05,FCCU,Slurry Pump,Electricity,158.11,kWh,A Shift,Normal operation
2025-04-03,FCCU,Flue Gas Cooler,Power,1092.36,kWh,General,Avarage value from Normalcondtion
2025-05-09,FCCU,Main Fractionator,Steam,109.21,Tons,A Shift,Unit under maintenance
2025-06-29,FCCU,Regenerator,Steam,3056.6,Ton,A Shift,Reading taken manually
2025-05-12,FCCU,Main Fractionator,Steam,94.02,Ton,B Shift,Sensor calibration pending
2025-03-06,FCCU,Reactor,Steam,212.08,Tons,B Shift,Startup phase
2025-03-01,FCCU,Main Fractionator,Steam,109.24,Ton,B Shift,Avarage value from Normalcondtion
2025-05-18,FCCU,Flue Gas Cooler,Power,847.63,kWh,A Shift,Avarage value from Normalcondtion
2025-06-01,FCCU,Flue Gas Cooler,Electricity,860.64,kWh,C Shift,  
2025-03-31,FCCU,Feed Preheater,Fuel Gas,317.37,Scm,General,Avarage value from Normalcondtion
2025-02-18,FCCU,Reactor,Steam,212.08,Tons,General,Sensor calibration pending
2025-06-22,FCCU,Regenerator,Steam,327.74,Tons,C Shift,Avarage value from Normalcondtion
2025-01-13,FCCU,Co Boiler,Fuel Gas,453.02,Scm,A Shift,Avarage value from Normalcondtion
2025-02-13,FCCU,Regenerator,Steam,346.01,Ton,A Shift,Avarage value from Normalcondtion
2025-06-06,FCCU,Regenerator,Steam,306.56,Ton,B Shift,Avarage value from Normalcondtion
2025-01-19,FCCU,Flue Gas Cooler,Power,881.96,kWh,A Shift,Avarage value from Normalcondtion
2025-04-25,FCCU,Wet Gas Compressor,Power,4409.32,kWh,C Shift,Avarage value from Normalcondtion
2025-04-20,FCCU,Co Boiler,Fuel Gas,4788.2,Sm3,B Shift,Avarage value from Normalcondtion
2025-06-04,FCCU,Slurry Pump,Power,214.55,kWh,C Shift,Unit under maintenance
2025-04-27,FCCU,Main Fractionator,Steam,94.15,Ton,B Shift,Avarage value from Normalcondtion
2025-04-22,FCCU,Slurry Pump,Power,175.37,kWh,A Shift,Avarage value from Normalcondtion
2025-02-22,FCCU,Co Boiler,Fuel Gas,412.48,Sm3,C Shift,Startup phase
2025-01-10,FCCU,Reactor,Steam,203.8,Tons,A Shift,Avarage value from Normalcondtion
2025-02-23,FCCU,Regenerator,Steam,323.62,Tons,A Shift,Avarage value from Normalcondtion
2025-04-03,FCCU,Co Boiler,Fuel Gas,449.38,Scm,General,Startup phase
2025-02-15,FCCU,Flue Gas Cooler,Power,1052.92,kWh,C Shift,Sensor calibration pending
2025-09-02,FCCU,Main Fractionator,Steam,98.08,Ton,B Shift,Avarage value from Normalcondtion
2025-05-30,FCCU,Main Fractionator,Steam,95.67,Ton,B Shift,Avarage value from Normalcondtion
2025-01-20,FCCU,Air Blower,Electricity,3650.2,kWh,A Shift,Avarage value from Normalcondtion
2025-02-10,FCCU,Feed Preheater,Fuel Gas,313.81,Scm,A Shift,Avarage value from Normalcondtion
2025-03-26,FCCU,Main Fractionator,Steam,93.57,Ton,General,Minor fluctuation observed
2025-01-16,FCCU,Reactor,Steam,197.45,Ton,C Shift,Unit under maintenance
2025-03-24,FCCU,Co Boiler,Fuel Gas,405.84,Sm3,B Shift,Reading taken manually
2025-01-27,FCCU,Wet Gas Compressor,Power,4299.58,kWh,C Shift,  
2025-03-07,FCCU,Flue Gas Cooler,Power,958.5,kWh,A Shift,Avarage value from Normalcondtion
2025-01-24,FCCU,Reactor,Steam,191.42,Tons,C Shift,Unit under maintenance
2025-01-23,FCCU,Flue Gas Cooler,Power,886.34,kWh,A Shift,Normal operation
2025-05-15,FCCU,Wet Gas Compressor,Power,4481.69,kWh,B Shift,Avarage value from Normalcondtion
2025-03-03,FCCU,Feed Preheater,Fuel Gas,311.44,Scm,C Shift,Avarage value from Normalcondtion
2025-03-12,FCCU,Regenerator,Steam,332.04,Ton,A Shift,Avarage value from Normalcondtion
2025-03-02,FCCU,Feed Preheater,Fuel Gas,281.44,Sm3,B Shift,Sensor calibration pending
2025-04-20,FCCU,Slurry Pump,Power,200.58,kWh,C Shift,Startup phase
2025-06-25,FCCU,Feed Preheater,Fuel Gas,280.47,Scm,C Shift,Sensor calibration pending
2025-03-20,FCCU,Co Boiler,Fuel Gas,421.07,Scm,C Shift,Normal operation
2025-01-30,FCCU,Slurry Pump,Power,215.09,kWh,B Shift,Avarage value from Normalcondtion
2025-08-01,FCCU,Flue Gas Cooler,Power,1016.02,kWh,C Shift,Reading taken manually
2025-05-21,FCCU,Regenerator,Steam,334.25,Ton,B Shift,  
2025-03-28,FCCU,Slurry Pump,Electricity,217.39,kWh,General,Unit under maintenance
2025-03-24,FCCU,Reactor,Steam,211.98,Tons,B Shift,Minor fluctuation observed
2025-02-23,FCCU,Slurry Pump,Power,174.09,kWh,C Shift,Unit under maintenance
2025-05-14,FCCU,Regenerator,Steam,325.51,Tons,A Shift,Avarage value from Normalcondtion
2025-04-12,FCCU,Regenerator,Steam,304.79,Ton,A Shift,Normal operation
2025-01-03,FCCU,Regenerator,Steam,330.85,Ton,B Shift,Avarage value from Normalcondtion
2025-04-23,FCCU,Air Blower,Power,3829.13,kWh,C Shift,Avarage value from Normalcondtion
2025-01-16,FCCU,Flue Gas Cooler,Power,1059.27,kWh,A Shift,Reading taken manually
2025-11-04,FCCU,Main Fractionator,Steam,121.99,Ton,General,Normal operation
2025-06-03,FCCU,Slurry Pump,Power,214.84,kWh,B Shift,Sensor calibration pending
2025-10-04,FCCU,Co Boiler,Fuel Gas,436.29,Sm3,A Shift,Normal operation
2025-01-16,FCCU,Slurry Pump,Power,192.35,kWh,A Shift,Avarage value from Normalcondtion
2025-06-24,FCCU,Feed Preheater,Fuel Gas,291.54,Sm3,A Shift,  
2025-12-06,FCCU,Main Fractionator,Steam,101.82,Ton,B Shift,  
2025-05-19,FCCU,Wet Gas Compressor,Power,4547.7,kWh,C Shift,Avarage value from Normalcondtion
2025-03-10,FCCU,Wet Gas Compressor,Electricity,4229.2,kWh,A Shift,Avarage value from Normalcondtion
2025-06-26,FCCU,Air Blower,Electricity,4174.9,kWh,General,Reading taken manually
2025-04-09,FCCU,Regenerator,Steam,337.48,Ton,A Shift,Avarage value from Normalcondtion
2025-05-22,FCCU,Reactor,Steam,202.26,Tons,B Shift,Avarage value from Normalcondtion
2025-02-26,FCCU,Wet Gas Compressor,Power,4350.82,kWh,A Shift,Unit under maintenance
2025-03-18,FCCU,Wet Gas Compressor,Power,4061.45,kWh,B Shift,  
2025-05-25,FCCU,Flue Gas Cooler,Power,896.0,kWh,C Shift,Unit under maintenance
2025-05-22,FCCU,Regenerator,Steam,312.68,Ton,General,Avarage value from Normalcondtion
2025-03-18,FCCU,Feed Preheater,Fuel Gas,264.69,Scm,General,  
