Date,Plant_Area,Equipment_Name,Energy_Type,Consumption,Unit,Shift,Remarks
03-02-2025,FCCU,CO BOILER,FuelGas,409.28,SCM,C-Shift,N/A
19-03-2025,FCCU,Reactor,STEAM,217.95,Tons,b shift,  
12-06-2025,FCCU,feed preheater,Fuel Gas,310.74,SCM,C,N/A
05/16/2025,FCCU,Flue Gas Cooler,Electricity,995.63,kWh,General,Reading taken manually
25/02/2025,FCCU,Air Blower,Electricity,3631.6,kWh,A,Startup phase
25-04-2025,FCCU,Regenerator,STEAM,345.79,Tons,A,Unit under maintenance
25-06-2025,FCCU,Regenerator,STEAM,335.6,Tons,General,Unit under maintenance
2025-06-17,FCCU,Regenerator,Steam ,348.08,T,C,Unit under maintenance
06/12/2025,FCCU,AIR BLOWER,Electricity,4043.06,kWh,A Shift,Sensor calibration pending
03/18/2025,FCCU,Flue Gas Cooler,Power ,851.66,kwh,A,
05/24/2025,FCCU,Wet Gas Compressor,power,4444.83,KWH,C-Shift,
2025-01-31,FCCU,Main Fractionator,steam,108.3,ton,b shift,Startup phase
03/09/2025,FCCU,Wet Gas Compressor,Power ,4367.82,kwh,A,Reading taken manually
06/07/2025,FCCU,Reactor,steam,207.32,ton,C-Shift,Reading taken manually
2025-03-14,FCCU,Flue Gas Cooler,Power,1007.95,kWh,C,
25/02/2025,FCCU,CO Boiler,Fuel Gas,426.42,SCM,A,
02/17/2025,FCCU, Slurry Pump  ,power,187.34,KWH,General,Sensor calibration pending
06/07/2025,FCCU,Regenerator,STEAM,313.43,Tons,A Shift,
19-04-2025,FCCU, CO Boiler  ,fuel gas,415.43,scm,b shift,Unit under maintenance
12-02-2025,FCCU,MAIN FRACTIONATOR,Steam,115.07,Ton,C,
04/30/2025,FCCU,REACTOR,STEAM,196.85,Tons,C,Unit under maintenance
02/15/2025,FCCU,Air Blower,Power ,3778.51,kwh,General,
04/04/2025,FCCU,Regenerator,steam,314.59,ton,C,Unit under maintenance
06/03/2025,FCCU,Flue Gas Cooler,power,,KWH,A Shift,N/A
02/08/2025,FCCU,FLUE GAS COOLER,Electricity,,kWh,B,Startup phase
05/27/2025,FCCU, Slurry Pump  ,power,176.63,KWH,B,  
05/01/2025,FCCU,Slurry Pump,power,163.43,KWH,C-Shift,
13/06/2025,FCCU,Slurry Pump,Electricity,164.32,kWh,A,N/A
2025-06-09,FCCU,CO Boiler,Fuel Gas,414.85,SCM,A Shift,  
10/06/2025,FCCU,Flue Gas Cooler,Power ,1018.14,kwh,General,Reading taken manually
06/09/2025,FCCU,Wet Gas Compressor,Power ,4331.43,kwh,A Shift,Startup phase
29-05-2025,FCCU,Wet Gas Compressor,Power,4430.36,kWh,B,
21-04-2025,FCCU,Air Blower,Electricity,-3768.79,kWh,A,
04-06-2025,FCCU,Regenerator,Steam,356.12,Ton,A,  
03/21/2025,FCCU,Flue Gas Cooler,Power,977.56,kWh,b shift,Reading taken manually
05/19/2025,FCCU,Flue Gas Cooler,Power,866.51,kWh,C,Normal operation
04/07/2025,FCCU,co boiler,Fuel Gas,423.03,SCM,C-Shift,N/A
09/01/2025,FCCU,REGENERATOR,Steam,333.2,Ton,General,  
16/02/2025,FCCU,Slurry Pump,Electricity,219.76,kWh,A,
22-01-2025,FCCU,Wet Gas Compressor,Power ,4027.15,kwh,C,Sensor calibration pending
25/03/2025,FCCU,Air Blower,Electricity,3528.55,kWh,A Shift,Reading taken manually
08-05-2025,FCCU,MAIN FRACTIONATOR,steam,117.93,ton,A,
2025-04-01,FCCU,Air Blower,Power ,3897.77,kwh,b shift,
2025-04-13,FCCU,Reactor,steam,214.79,ton,C-Shift,Sensor calibration pending
2025-02-24,FCCU,FLUE GAS COOLER,Electricity,957.19,kWh,b shift,
02/04/2025,FCCU,Flue Gas Cooler,Power ,811.04,kwh,b shift,
23-05-2025,FCCU,Reactor,STEAM,214.88,Tons,C-Shift,
2025-03-23,FCCU,Feed Preheater,Fuel Gas ,279.46,Sm3,C,Reading taken manually
28-04-2025,FCCU,Reactor,STEAM,213.49,Tons,A,
03/19/2025,FCCU,CO Boiler,FuelGas,432.05,SCM,B,
2025-06-28,FCCU,Slurry Pump,Power,206.81,kWh,C-Shift,Sensor calibration pending
28/01/2025,FCCU,regenerator,Steam ,327.54,T,C,Startup phase
26/01/2025,FCCU, CO Boiler  ,Fuel Gas,415.05,SCM,b shift,
2025-01-07,FCCU,Feed Preheater,Fuel Gas,293.49,SCM,A,Unit under maintenance
03/14/2025,FCCU,Wet Gas Compressor,power,4148.7,KWH,b shift,
03/09/2025,FCCU,Air Blower,Electricity,3747.04,kWh,B,
27/06/2025,FCCU,Wet Gas Compressor,power,4543.57,KWH,A,  
2025-02-27,FCCU,Flue Gas Cooler,Power ,1038.27,kwh,b shift,
25/05/2025,FCCU,Main Fractionator,STEAM,100.57,Tons,C-Shift,Sensor calibration pending
07/03/2025,FCCU,Air Blower,power,4163.21,KWH,C,Normal operation
02/20/2025,FCCU,REACTOR,Steam,185.12,Ton,b shift,
15-05-2025,FCCU,SLURRY PUMP,power,157.21,KWH,b shift,
14-02-2025,FCCU,Feed Preheater,Fuel Gas,307.16,SCM,General,Unit under maintenance
2025-01-26,FCCU,regenerator,Steam ,314.06,T,A,
02-01-2025,FCCU,Main Fractionator,Steam ,113.84,T,b shift,
12/06/2025,FCCU,Slurry Pump,Power,200.59,kWh,A,
26/01/2025,FCCU,Flue Gas Cooler,Power,968.72,kWh,B,Minor fluctuation observed
2025-03-08,FCCU,Flue Gas Cooler,Power ,1013.53,kwh,B,Startup phase
06/11/2025,FCCU, Regenerator  ,Steam ,309.5,T,C,
05/21/2025,FCCU,co boiler,Fuel Gas,450.51,SCM,B,N/A
2025-05-26,FCCU,CO Boiler,Fuel Gas ,472.41,Sm3,B,Normal operation
02-01-2025,FCCU,Flue Gas Cooler,Power,979.68,kWh,C,  
2025-05-07,FCCU,Slurry Pump,Power ,212.83,kwh,C,Normal operation
2025-01-19,FCCU,Regenerator,STEAM,,Tons,General,
05/12/2025,FCCU,Air Blower,power,3944.34,KWH,C-Shift,N/A
03/11/2025,FCCU,AIR BLOWER,Electricity,3604.2,kWh,C-Shift,Minor fluctuation observed
04/06/2025,FCCU,CO Boiler,FuelGas,434.06,SCM,C-Shift,Sensor calibration pending
01/30/2025,FCCU,main fractionator,Steam ,113.29,T,General,N/A
01/07/2025,FCCU,Air Blower,Electricity,3694.78,kWh,General,
22-03-2025,FCCU,Slurry Pump,power,217.89,KWH,b shift,
03/23/2025,FCCU,WET GAS COMPRESSOR,Electricity,4556.5,kWh,General,  
04/03/2025,FCCU,slurry pump,Power,179.19,kWh,b shift,Startup phase
22-05-2025,FCCU,Slurry Pump,power,190.43,KWH,A Shift,
2025-06-22,FCCU,Feed Preheater,FuelGas,310.56,SCM,C-Shift,  
2025-04-18,FCCU,Regenerator,Steam,306.08,Ton,b shift,
02/28/2025,FCCU,Regenerator,steam,322.5,ton,C,Reading taken manually
08/06/2025,FCCU,Regenerator,steam,344.62,ton,A,Normal operation
11/03/2025,FCCU,Flue Gas Cooler,Power,954.61,kWh,A Shift,Minor fluctuation observed
02/04/2025,FCCU,Air Blower,Power ,3689.88,kwh,b shift,Startup phase
14-04-2025,FCCU,Slurry Pump,Power ,191.54,kwh,A Shift,
2025-04-13,FCCU,CO Boiler,FuelGas,478.39,SCM,C-Shift,  
2025-04-18,FCCU,Reactor,Steam,194.23,Ton,C,
06/17/2025,FCCU,CO BOILER,Fuel Gas,421.02,SCM,A Shift,Sensor calibration pending
06/22/2025,FCCU,Slurry Pump,power,212.79,KWH,A,Normal operation
25/06/2025,FCCU,Air Blower,power,4055.98,KWH,B,
29/05/2025,FCCU,Air Blower,Electricity,3967.85,kWh,C,  
2025-02-26,FCCU,Regenerator,STEAM,356.17,Tons,C-Shift,Sensor calibration pending
15/04/2025,FCCU,Slurry Pump,Power ,186.59,kwh,b shift,Sensor calibration pending
02/21/2025,FCCU,Main Fractionator,STEAM,113.11,Tons,B,Startup phase
2025-01-24,FCCU,CO Boiler,Fuel Gas,437.23,SCM,C-Shift,  
2025-01-30,FCCU,Air Blower,Power ,41760.0,kwh,B,Sensor calibration pending
25/03/2025,FCCU,Feed Preheater,Fuel Gas,286.82,SCM,A,
12/01/2025,FCCU,reactor,Steam,191.73,Ton,b shift,Minor fluctuation observed
05/17/2025,FCCU,Air Blower,power,4077.53,KWH,A,
05/25/2025,FCCU,reactor,Steam ,214.45,T,General,Startup phase
14-06-2025,FCCU,Flue Gas Cooler,Power ,,kwh,General,
29-06-2025,FCCU,air blower,Power ,3903.68,kwh,A Shift,Sensor calibration pending
2025-04-29,FCCU,Air Blower,Power ,3910.81,kwh,C-Shift,Sensor calibration pending
03/21/2025,FCCU,CO Boiler,fuel gas,470.47,scm,B,Unit under maintenance
05/22/2025,FCCU,Main Fractionator,STEAM,102.78,Tons,C-Shift,Startup phase
12/05/2025,FCCU,Feed Preheater,Fuel Gas ,283.9,Sm3,C,
2025-02-19,FCCU,Slurry Pump,Power,183.71,kWh,B,Startup phase
06/06/2025,FCCU,Reactor,STEAM,184.34,Tons,B,
06-02-2025,FCCU,Wet Gas Compressor,Electricity,4036.59,kWh,B,Startup phase
04/30/2025,FCCU,Slurry Pump,Electricity,196.29,kWh,C-Shift,Reading taken manually
2025-02-17,FCCU,Wet Gas Compressor,Electricity,4501.4,kWh,C-Shift,  
2025-01-01,FCCU,CO Boiler,fuel gas,436.98,scm,C-Shift,Sensor calibration pending
02/26/2025,FCCU,Air Blower,power,3610.39,KWH,General,Startup phase
2025-05-13,FCCU, CO Boiler  ,Fuel Gas ,424.12,Sm3,B,
2025-01-10,FCCU,Feed Preheater,fuel gas,286.29,scm,A Shift,  
2025-01-30,FCCU,Regenerator,Steam ,308.35,T,B,N/A
2025-02-26,FCCU,Main Fractionator,Steam,124.55,Ton,C-Shift,Minor fluctuation observed
29/01/2025,FCCU,wet gas compressor,Electricity,4232.68,kWh,B,Unit under maintenance
27-06-2025,FCCU,Slurry Pump,Power,173.81,kWh,A,  
2025-03-29,FCCU,flue gas cooler,power,1070.75,KWH,C-Shift,  
02-03-2025,FCCU,WET GAS COMPRESSOR,Power ,4213.23,kwh,b shift,
09-06-2025,FCCU,Slurry Pump,power,183.32,KWH,b shift,N/A
02/25/2025,FCCU,Wet Gas Compressor,Electricity,4132.36,kWh,b shift,  
2025-05-15,FCCU,CO Boiler,FuelGas,446.76,SCM,A Shift,
22/03/2025,FCCU,Flue Gas Cooler,Power ,1001.5,kwh,General,N/A
2025-01-27,FCCU,Feed Preheater,fuel gas,254.76,scm,A Shift,Normal operation
03-03-2025,FCCU,Regenerator,STEAM,336.34,Tons,B,Startup phase
18/05/2025,FCCU,Wet Gas Compressor,Power ,4054.45,kwh,A Shift,
06/05/2025,FCCU,Flue Gas Cooler,Power ,861.46,kwh,C,Minor fluctuation observed
20/06/2025,FCCU,Air Blower,Electricity,3654.68,kWh,B,
16-03-2025,FCCU,Main Fractionator,steam,107.64,ton,C-Shift,
04/27/2025,FCCU,Slurry Pump,power,178.22,KWH,B,
15-04-2025,FCCU,Air Blower,Electricity,3544.75,kWh,General,  
01/14/2025,FCCU,Air Blower,Power,4129.49,kWh,B,
05/04/2025,FCCU,CO Boiler,FuelGas,478.62,SCM,b shift,
05/29/2025,FCCU,Regenerator,Steam,318.69,Ton,B,Normal operation
17-03-2025,FCCU,FEED PREHEATER,Fuel Gas ,284.51,Sm3,C,Unit under maintenance
04/13/2025,FCCU,Flue Gas Cooler,Electricity,1042.53,kWh,A,
06/06/2025,FCCU,FEED PREHEATER,Fuel Gas,278.69,SCM,B,N/A
2025-06-15,FCCU,Slurry Pump,power,197.88,KWH,C,N/A
01/03/2025,FCCU,Air Blower,Power,3810.19,kWh,A,Startup phase
11/05/2025,FCCU,Main Fractionator,Steam,,Ton,b shift,Normal operation
04/10/2025,FCCU, Regenerator  ,STEAM,320.56,Tons,C-Shift,
21-06-2025,FCCU,Wet Gas Compressor,power,4507.54,KWH,General,
04/25/2025,FCCU,MAIN FRACTIONATOR,STEAM,106.04,Tons,B,Reading taken manually
06/22/2025,FCCU,Wet Gas Compressor,Electricity,4577.26,kWh,b shift,Unit under maintenance
01/03/2025,FCCU,FEED PREHEATER,FuelGas,268.56,SCM,A Shift,N/A
01/19/2025,FCCU,Wet Gas Compressor,power,4037.86,KWH,C,
2025-01-01,FCCU,FLUE GAS COOLER,power,1031.92,KWH,General,
05/30/2025,FCCU,Reactor,STEAM,182.52,Tons,b shift,
2025-06-12,FCCU,Reactor,STEAM,208.48,Tons,A Shift,
10-05-2025,FCCU,Wet Gas Compressor,power,4479.4,KWH,C,N/A
11-02-2025,FCCU,Main Fractionator,STEAM,126.28,Tons,b shift,N/A
01/03/2025,FCCU,CO Boiler,Fuel Gas,459.84,SCM,b shift,Sensor calibration pending
31/03/2025,FCCU,Main Fractionator,Steam ,123.38,T,B,Sensor calibration pending
06/03/2025,FCCU,Reactor,Steam ,188.61,T,C-Shift,
04/21/2025,FCCU,REGENERATOR,steam,327.56,ton,b shift,Reading taken manually
28-05-2025,FCCU,CO Boiler,Fuel Gas ,,Sm3,A,Normal operation
01/02/2025,FCCU,Reactor,Steam ,201.99,T,General,Sensor calibration pending
2025-04-24,FCCU,Regenerator,Steam,314.42,Ton,A,Unit under maintenance
20-02-2025,FCCU, Feed Preheater  ,FuelGas,286.54,SCM,b shift,Minor fluctuation observed
05-01-2025,FCCU,Main Fractionator,Steam,124.34,Ton,A Shift,Normal operation
2025-03-29,FCCU,reactor,Steam,186.68,Ton,C,
12/05/2025,FCCU,Slurry Pump,Electricity,158.11,kWh,A,Normal operation
04/03/2025,FCCU,Flue Gas Cooler,Power,1092.36,kWh,General,N/A
05/09/2025,FCCU,Main Fractionator,STEAM,109.21,Tons,A,Unit under maintenance
29/06/2025,FCCU,regenerator,Steam,3056.6,Ton,A,Reading taken manually
2025-05-12,FCCU,Main Fractionator,Steam ,94.02,T,B,Sensor calibration pending
2025-03-06,FCCU,Reactor,STEAM,,Tons,b shift,Startup phase
03/01/2025,FCCU,Main Fractionator,steam,109.24,ton,b shift,
2025-05-18,FCCU,Flue Gas Cooler,Power,847.63,kWh,A,
06/01/2025,FCCU,Flue Gas Cooler,Electricity,860.64,kWh,C,  
31-03-2025,FCCU, Feed Preheater  ,fuel gas,317.37,scm,General,N/A
18/02/2025,FCCU,Reactor,STEAM,,Tons,General,Sensor calibration pending
22-06-2025,FCCU,Regenerator,STEAM,327.74,Tons,C-Shift,
13-01-2025,FCCU,CO Boiler,Fuel Gas,453.02,SCM,A,
13/02/2025,FCCU,Regenerator,Steam ,,T,A Shift,
06/06/2025,FCCU, Regenerator  ,Steam ,306.56,T,B,
19-01-2025,FCCU, Flue Gas Cooler  ,Power ,881.96,kwh,A Shift,N/A
25/04/2025,FCCU,Wet Gas Compressor,Power,4409.32,kWh,C-Shift,
20/04/2025,FCCU,CO Boiler,Fuel Gas ,4788.2,Sm3,B,N/A
06/04/2025,FCCU,slurry pump,Power,214.55,kWh,C,Unit under maintenance
2025-04-27,FCCU,Main Fractionator,Steam ,94.15,T,b shift,
22-04-2025,FCCU, Slurry Pump  ,Power,175.37,kWh,A,
22-02-2025,FCCU,CO Boiler,Fuel Gas ,412.48,Sm3,C-Shift,Startup phase
2025-01-10,FCCU,REACTOR,STEAM,203.8,Tons,A Shift,
02/23/2025,FCCU,regenerator,STEAM,323.62,Tons,A,N/A
2025-04-03,FCCU,CO Boiler,Fuel Gas,449.38,SCM,General,Startup phase
15-02-2025,FCCU,Flue Gas Cooler,Power ,1052.92,kwh,C-Shift,Sensor calibration pending
09-02-2025,FCCU,Main Fractionator,Steam ,98.08,T,b shift,
30-05-2025,FCCU,Main Fractionator,steam,95.67,ton,B,N/A
01/20/2025,FCCU,Air Blower,Electricity,3650.2,kWh,A Shift,
2025-02-10,FCCU,Feed Preheater,FuelGas,313.81,SCM,A,
2025-03-26,FCCU,Main Fractionator,Steam ,93.57,T,General,Minor fluctuation observed
16/01/2025,FCCU,REACTOR,Steam,197.45,Ton,C,Unit under maintenance
24-03-2025,FCCU,CO Boiler,Fuel Gas ,405.84,Sm3,B,Reading taken manually
01/27/2025,FCCU,Wet Gas Compressor,power,4299.58,KWH,C,  
03/07/2025,FCCU,Flue Gas Cooler,Power ,,kwh,A Shift,
01/24/2025,FCCU,Reactor,STEAM,191.42,Tons,C-Shift,Unit under maintenance
23-01-2025,FCCU,Flue Gas Cooler,Power ,886.34,kwh,A Shift,Normal operation
15/05/2025,FCCU,Wet Gas Compressor,power,4481.69,KWH,b shift,
2025-03-03,FCCU,Feed Preheater,Fuel Gas,311.44,SCM,C-Shift,
03/12/2025,FCCU,Regenerator,Steam ,332.04,T,A,
03/02/2025,FCCU,Feed Preheater,Fuel Gas ,281.44,Sm3,b shift,Sensor calibration pending
20/04/2025,FCCU,Slurry Pump,Power,200.58,kWh,C,Startup phase
25/06/2025,FCCU,Feed Preheater,FuelGas,280.47,SCM,C-Shift,Sensor calibration pending
03/20/2025,FCCU,CO Boiler,FuelGas,421.07,SCM,C-Shift,Normal operation
2025-01-30,FCCU,Slurry Pump,power,215.09,KWH,b shift,
08/01/2025,FCCU,Flue Gas Cooler,power,1016.02,KWH,C-Shift,Reading taken manually
2025-05-21,FCCU,Regenerator,steam,334.25,ton,b shift,  
2025-03-28,FCCU,Slurry Pump,Electricity,217.39,kWh,General,Unit under maintenance
03/24/2025,FCCU,Reactor,STEAM,211.98,Tons,B,Minor fluctuation observed
02/23/2025,FCCU,Slurry Pump,Power ,174.09,kwh,C-Shift,Unit under maintenance
05/14/2025,FCCU,Regenerator,STEAM,325.51,Tons,A Shift,
04/12/2025,FCCU,Regenerator,steam,304.79,ton,A,Normal operation
2025-01-03,FCCU,Regenerator,Steam,330.85,Ton,b shift,
04/23/2025,FCCU,Air Blower,Power ,3829.13,kwh,C-Shift,N/A
01/16/2025,FCCU,Flue Gas Cooler,Power ,1059.27,kwh,A,Reading taken manually
11/04/2025,FCCU,Main Fractionator,steam,,ton,General,Normal operation
06/03/2025,FCCU,Slurry Pump,power,,KWH,b shift,Sensor calibration pending
10-04-2025,FCCU,CO Boiler,Fuel Gas ,436.29,Sm3,A,Normal operation
2025-01-16,FCCU,Slurry Pump,Power ,192.35,kwh,A Shift,
24/06/2025,FCCU,Feed Preheater,Fuel Gas ,291.54,Sm3,A,  
12-06-2025,FCCU,Main Fractionator,Steam,101.82,Ton,b shift,  
19-05-2025,FCCU,Wet Gas Compressor,power,4547.7,KWH,C-Shift,
03/10/2025,FCCU,WET GAS COMPRESSOR,Electricity,4229.2,kWh,A,
26-06-2025,FCCU,Air Blower,Electricity,4174.9,kWh,General,Reading taken manually
04/09/2025,FCCU,Regenerator,steam,337.48,ton,A Shift,
05/22/2025,FCCU,Reactor,STEAM,202.26,Tons,b shift,
26/02/2025,FCCU,WET GAS COMPRESSOR,Power ,4350.82,kwh,A,Unit under maintenance
18/03/2025,FCCU,Wet Gas Compressor,power,4061.45,KWH,B,  
25-05-2025,FCCU,Flue Gas Cooler,Power ,896.0,kwh,C,Unit under maintenance
05/22/2025,FCCU,Regenerator,steam,312.68,ton,General,
18-03-2025,FCCU,Feed Preheater,fuel gas,264.69,scm,General,  
28-03-2025,FCCU, Feed Preheater  ,Fuel Gas,273.64,SCM,b shift,
01/06/2025,FCCU,Feed Preheater,Fuel Gas ,302.62,Sm3,General,Sensor calibration pending
17/01/2025,FCCU,WET GAS COMPRESSOR,power,4550.05,KWH,C-Shift,Minor fluctuation observed
16/02/2025,FCCU,CO Boiler,fuel gas,433.27,scm,B,
20-02-2025,FCCU,Wet Gas Compressor,power,4373.93,KWH,C-Shift,Normal operation
23-01-2025,FCCU,Main Fractionator,Steam,118.23,Ton,C-Shift,Reading taken manually
03/24/2025,FCCU,Feed Preheater,FuelGas,256.0,SCM,C-Shift,Minor fluctuation observed
13/05/2025,FCCU,Feed Preheater,fuel gas,0.0,scm,General,Sensor calibration pending
03/16/2025,FCCU,Slurry Pump,Power,213.59,kWh,General,Minor fluctuation observed
21/02/2025,FCCU,flue gas cooler,Power,1017.35,kWh,C-Shift,Sensor calibration pending
2025-06-09,FCCU,regenerator,Steam,,Ton,A Shift,
06/02/2025,FCCU,Flue Gas Cooler,power,808.79,KWH,General,Reading taken manually
14-03-2025,FCCU,Regenerator,STEAM,313.19,Tons,General,Startup phase
02/03/2025,FCCU,Wet Gas Compressor,power,4457.64,KWH,A,Unit under maintenance
05/15/2025,FCCU,Regenerator,Steam ,310.24,T,C-Shift,Sensor calibration pending
01-02-2025,FCCU,Feed Preheater,FuelGas,284.26,SCM,A Shift,Minor fluctuation observed
2025-01-07,FCCU,Wet Gas Compressor,Power,4385.65,kWh,A,
01/04/2025,FCCU,Wet Gas Compressor,Electricity,-4380.12,kWh,b shift,Startup phase
11-05-2025,FCCU,CO BOILER,Fuel Gas,476.79,SCM,A,Reading taken manually
20-05-2025,FCCU,Wet Gas Compressor,Power,4090.23,kWh,b shift,
04/01/2025,FCCU,Regenerator,Steam ,307.85,T,General,
03-01-2025,FCCU,SLURRY PUMP,Power,209.59,kWh,General,
21/04/2025,FCCU,CO Boiler,Fuel Gas ,450.2,Sm3,A,Sensor calibration pending
05/28/2025,FCCU,Feed Preheater,fuel gas,275.55,scm,A,Reading taken manually
18/05/2025,FCCU,Feed Preheater,Fuel Gas,280.73,SCM,C-Shift,Minor fluctuation observed
2025-04-29,FCCU,Slurry Pump,Electricity,172.24,kWh,General,Reading taken manually
2025-01-23,FCCU,Slurry Pump,power,150.36,KWH,A Shift,Startup phase
05/03/2025,FCCU,Slurry Pump,Electricity,156.72,kWh,b shift,Startup phase
17-06-2025,FCCU,air blower,power,3656.4,KWH,A Shift,
2025-04-23,FCCU,Slurry Pump,Electricity,207.91,kWh,C-Shift,Minor fluctuation observed
14-05-2025,FCCU,CO BOILER,FuelGas,469.71,SCM,b shift,  
02-06-2025,FCCU,Flue Gas Cooler,Electricity,960.61,kWh,B,N/A
2025-04-24,FCCU, Air Blower  ,Electricity,3833.87,kWh,B,
02/14/2025,FCCU,Air Blower,Electricity,3561.61,kWh,A Shift,N/A
02-06-2025,FCCU,Main Fractionator,Steam ,123.52,T,b shift,
2025-04-03,FCCU,Reactor,Steam ,190.96,T,C,Sensor calibration pending
2025-02-28,FCCU,AIR BLOWER,Power ,3609.27,kwh,B,
18/06/2025,FCCU,Feed Preheater,fuel gas,283.56,scm,A Shift,Startup phase
2025-01-01,FCCU,regenerator,Steam,313.12,Ton,B,N/A
01/26/2025,FCCU,Air Blower,power,3709.92,KWH,B,
28-04-2025,FCCU, Flue Gas Cooler  ,Power,945.96,kWh,A Shift,Minor fluctuation observed
16/05/2025,FCCU,Feed Preheater,fuel gas,276.77,scm,A,
2025-03-16,FCCU,Regenerator,steam,342.71,ton,General,N/A
2025-04-02,FCCU,regenerator,Steam,340.36,Ton,C-Shift,Reading taken manually
05/22/2025,FCCU,CO Boiler,fuel gas,436.62,scm,A Shift,N/A
06/08/2025,FCCU,Wet Gas Compressor,Electricity,4419.92,kWh,B,
04/17/2025,FCCU, Reactor  ,steam,206.3,ton,C,
01-05-2025,FCCU,Slurry Pump,Power,190.27,kWh,C,
10-06-2025,FCCU,Regenerator,Steam,342.17,Ton,C,  
01/17/2025,FCCU,SLURRY PUMP,Power ,197.35,kwh,C,  
03/03/2025,FCCU,flue gas cooler,Electricity,1016.06,kWh,b shift,Unit under maintenance
06/16/2025,FCCU,main fractionator,STEAM,99.67,Tons,b shift,Startup phase
06/23/2025,FCCU,Wet Gas Compressor,Power,4530.12,kWh,b shift,
15-06-2025,FCCU,Wet Gas Compressor,power,4192.43,KWH,b shift,Minor fluctuation observed
09-05-2025,FCCU,Air Blower,Power,3662.87,kWh,b shift,Reading taken manually
14-01-2025,FCCU,Feed Preheater,FuelGas,277.91,SCM,C,Startup phase
08-02-2025,FCCU,Main Fractionator,Steam,103.52,Ton,C-Shift,
2025-04-03,FCCU,Slurry Pump,Power,173.77,kWh,A Shift,Sensor calibration pending
06/04/2025,FCCU,Wet Gas Compressor,Electricity,4566.41,kWh,B,Normal operation
2025-05-08,FCCU,CO Boiler,Fuel Gas ,468.68,Sm3,b shift,N/A
22-03-2025,FCCU,Main Fractionator,Steam,,Ton,General,
11-05-2025,FCCU,Feed Preheater,Fuel Gas,314.72,SCM,B,Sensor calibration pending
19/06/2025,FCCU,Wet Gas Compressor,Electricity,4167.11,kWh,B,  
22-05-2025,FCCU,air blower,Power ,4034.05,kwh,A,Minor fluctuation observed
2025-05-15,FCCU,Reactor,steam,210.28,ton,B,
05/11/2025,FCCU,Flue Gas Cooler,Power,904.2,kWh,A Shift,Reading taken manually
01/06/2025,FCCU,Main Fractionator,steam,101.07,ton,C-Shift,Startup phase
06/14/2025,FCCU,Main Fractionator,Steam ,114.07,T,b shift,Unit under maintenance
05/04/2025,FCCU,slurry pump,Power,170.65,kWh,A,Reading taken manually
10-04-2025,FCCU,Wet Gas Compressor,power,4141.79,KWH,C,
04/24/2025,FCCU,FLUE GAS COOLER,Power,1085.85,kWh,C-Shift,Startup phase
29-05-2025,FCCU,Flue Gas Cooler,Power,1024.38,kWh,General,
13-02-2025,FCCU,Reactor,Steam,191.31,Ton,b shift,
26-03-2025,FCCU,regenerator,STEAM,319.39,Tons,b shift,Minor fluctuation observed
13-02-2025,FCCU,Air Blower,Power ,3798.2,kwh,A,
03/31/2025,FCCU,Wet Gas Compressor,Power ,4053.59,kwh,A Shift,
11/01/2025,FCCU,Flue Gas Cooler,Electricity,804.6,kWh,B,
2025-01-31,FCCU,Main Fractionator,steam,108.3,ton,b shift,Startup phase
16/03/2025,FCCU,Wet Gas Compressor,power,4320.19,KWH,A Shift,  
18/03/2025,FCCU,Reactor,STEAM,191.67,Tons,B,  
03-03-2025,FCCU,Slurry Pump,power,182.45,KWH,b shift,
04-06-2025,FCCU,Reactor,steam,203.99,ton,C-Shift,  
11-06-2025,FCCU,Flue Gas Cooler,Electricity,911.0,kWh,C-Shift,
16-02-2025,FCCU,Regenerator,STEAM,,Tons,A Shift,Minor fluctuation observed
2025-03-23,FCCU,flue gas cooler,Electricity,941.33,kWh,C-Shift,Minor fluctuation observed
21-04-2025,FCCU,WET GAS COMPRESSOR,power,4273.01,KWH,C-Shift,Sensor calibration pending
2025-04-22,FCCU,Regenerator,Steam,336.94,Ton,A,
05/05/2025,FCCU,FEED PREHEATER,Fuel Gas,309.64,SCM,A,Reading taken manually
19-02-2025,FCCU,Wet Gas Compressor,power,4456.88,KWH,B,
04/17/2025,FCCU,CO Boiler,Fuel Gas ,473.12,Sm3,General,
20/06/2025,FCCU,Reactor,Steam,181.64,Ton,b shift,
17-01-2025,FCCU,Regenerator,STEAM,340.73,Tons,C,
20/03/2025,FCCU,Regenerator,Steam ,329.84,T,A,N/A
21/03/2025,FCCU,Reactor,Steam ,194.05,T,C-Shift,
28-05-2025,FCCU,Flue Gas Cooler,power,1059.9,KWH,A Shift,
18/04/2025,FCCU,Flue Gas Cooler,power,897.47,KWH,b shift,N/A
02/02/2025,FCCU,Wet Gas Compressor,power,4031.07,KWH,General,
02-01-2025,FCCU,Slurry Pump,Power ,180.67,kwh,B,
17/05/2025,FCCU,Feed Preheater,Fuel Gas,289.63,SCM,A,
16-03-2025,FCCU,CO Boiler,Fuel Gas,443.07,SCM,A,Sensor calibration pending
01/16/2025,FCCU,Feed Preheater,Fuel Gas ,285.51,Sm3,A,Normal operation
11-04-2025,FCCU,AIR BLOWER,Power,3951.08,kWh,b shift,
28/01/2025,FCCU,Feed Preheater,FuelGas,297.39,SCM,C-Shift,
2025-06-14,FCCU,Feed Preheater,fuel gas,258.42,scm,General,
